Unnamed: 0,festival_dates,year,day_of_performance,artist,headliner,genre,spotify_popularity,genre_group
881,"August 1, 2019 – August 4, 2019",2019,Thursday,SVDDEN DEATH,nan,"riddim, dubstep, deathstep, bass music, edm, dub",52.0,Electronic
882,"August 1, 2019 – August 4, 2019",2019,Thursday,HOBO JOHNSON & THE LOVEMAKERS,nan,spoken word,51.0,Other
883,"August 1, 2019 – August 4, 2019",2019,Thursday,MAX FROST,nan,lo-fi house,49.0,Electronic
884,"August 1, 2019 – August 4, 2019",2019,Thursday,MAX FROST,nan,lo-fi house,49.0,Electronic
885,"August 1, 2019 – August 4, 2019",2019,Thursday,KILLY,nan,lo-fi house,48.0,Electronic
886,"August 1, 2019 – August 4, 2019",2019,Thursday,COUSIN STIZZ,nan,lo-fi house,47.0,Electronic
887,"August 1, 2019 – August 4, 2019",2019,Thursday,ELEPHANTE,nan,edm,47.0,Electronic
888,"August 1, 2019 – August 4, 2019",2019,Thursday,EMILY KING,nan,pop soul,47.0,Pop
889,"August 1, 2019 – August 4, 2019",2019,Thursday,EMILY KING,nan,pop soul,47.0,Pop
890,"August 1, 2019 – August 4, 2019",2019,Thursday,HARRY HUDSON,nan,lo-fi house,44.0,Electronic
891,"August 1, 2019 – August 4, 2019",2019,Thursday,WIN AND WOO,nan,lo-fi house,39.0,Electronic
892,"August 1, 2019 – August 4, 2019",2019,Thursday,AMA LOU,nan,lo-fi house,36.0,Electronic
893,"August 1, 2019 – August 4, 2019",2019,Thursday,GOTHBOICLIQUE,nan,"emo rap, cloud rap",35.0,Hip-Hop / Rap
894,"August 1, 2019 – August 4, 2019",2019,Thursday,BAD CHILD,nan,lo-fi house,33.0,Electronic
895,"August 1, 2019 – August 4, 2019",2019,Thursday,WILLARIS. K,nan,lo-fi house,33.0,Electronic
896,"August 1, 2019 – August 4, 2019",2019,Thursday,JACKIE FOSTER,nan,lo-fi house,12.0,Electronic
897,"August 1, 2019 – August 4, 2019",2019,Thursday,EVAN KONRAD,nan,lo-fi house,7.0,Electronic
898,"August 1, 2019 – August 4, 2019",2019,Friday,21 SAVAGE,nan,lo-fi house,88.0,Electronic
899,"August 1, 2019 – August 4, 2019",2019,Friday,TAME IMPALA,1.0,"indie, psychedelic pop",82.0,Indie / Alternative
900,"August 1, 2019 – August 4, 2019",2019,Friday,CHILDISH GAMBINO,1.0,jangle pop,81.0,Pop
901,"August 1, 2019 – August 4, 2019",2019,Friday,BRING ME THE HORIZON,nan,"metalcore, emo, screamo, rock, post-hardcore, metal",80.0,Rock
902,"August 1, 2019 – August 4, 2019",2019,Friday,CONAN GRAY,nan,lo-fi house,80.0,Electronic
903,"August 1, 2019 – August 4, 2019",2019,Friday,NF,nan,christian hip hop,79.0,Hip-Hop / Rap
904,"August 1, 2019 – August 4, 2019",2019,Friday,MUSIC FROM THE CAST OF HAMILTON,nan,musicals,77.0,Other
905,"August 1, 2019 – August 4, 2019",2019,Friday,ALESSO,nan,edm,76.0,Electronic
906,"August 1, 2019 – August 4, 2019",2019,Friday,ALEC BENJAMIN,nan,lo-fi house,75.0,Electronic
907,"August 1, 2019 – August 4, 2019",2019,Friday,OMAR APOLLO,nan,bedroom pop,70.0,Pop
908,"August 1, 2019 – August 4, 2019",2019,Friday,MAGGIE ROGERS,nan,lo-fi house,69.0,Electronic
909,"August 1, 2019 – August 4, 2019",2019,Friday,JANELLE MONÁE,nan,alternative r&b,68.0,Indie / Alternative
910,"August 1, 2019 – August 4, 2019",2019,Friday,CHEVELLE,nan,"alternative metal, nu metal, post-grunge, hard rock",67.0,Rock
911,"August 1, 2019 – August 4, 2019",2019,Friday,NOTHING,nan,lo-fi house,67.0,Electronic
912,"August 1, 2019 – August 4, 2019",2019,Friday,RICH THE KID,nan,trap,67.0,Hip-Hop / Rap
913,"August 1, 2019 – August 4, 2019",2019,Friday,WHETHAN,nan,lo-fi house,66.0,Electronic
914,"August 1, 2019 – August 4, 2019",2019,Friday,JAPANESE BREAKFAST,nan,lo-fi house,65.0,Electronic
915,"August 1, 2019 – August 4, 2019",2019,Friday,JAPANESE BREAKFAST,nan,lo-fi house,65.0,Electronic
916,"August 1, 2019 – August 4, 2019",2019,Friday,AGAINST THE CURRENT,nan,pop punk,64.0,Pop
917,"August 1, 2019 – August 4, 2019",2019,Friday,BISHOP BRIGGS,nan,lo-fi house,64.0,Electronic
918,"August 1, 2019 – August 4, 2019",2019,Friday,BISHOP BRIGGS,nan,lo-fi house,64.0,Electronic
919,"August 1, 2019 – August 4, 2019",2019,Friday,HONNE,nan,lo-fi house,64.0,Electronic
920,"August 1, 2019 – August 4, 2019",2019,Friday,DEATH CAB FOR CUTIE,nan,lo-fi house,63.0,Electronic
921,"August 1, 2019 – August 4, 2019",2019,Friday,MATOMA,nan,tropical house,63.0,Electronic
922,"August 1, 2019 – August 4, 2019",2019,Friday,IDLES,nan,"post-punk, punk, noise rock",60.0,Rock
923,"August 1, 2019 – August 4, 2019",2019,Friday,BOY PABLO,nan,bedroom pop,58.0,Pop
924,"August 1, 2019 – August 4, 2019",2019,Friday,PICTURE THIS,nan,lo-fi house,58.0,Electronic
925,"August 1, 2019 – August 4, 2019",2019,Friday,SIGRID,nan,norwegian pop,58.0,Pop
926,"August 1, 2019 – August 4, 2019",2019,Friday,BAYNK,nan,lo-fi house,57.0,Electronic
927,"August 1, 2019 – August 4, 2019",2019,Friday,SAID THE SKY,nan,"melodic bass, future bass, edm, chillstep",57.0,Electronic
928,"August 1, 2019 – August 4, 2019",2019,Friday,SHAED,nan,lo-fi house,57.0,Electronic
929,"August 1, 2019 – August 4, 2019",2019,Friday,UPSAHL,nan,lo-fi house,57.0,Electronic
930,"August 1, 2019 – August 4, 2019",2019,Friday,TIERRA WHACK,nan,alternative r&b,55.0,Indie / Alternative
931,"August 1, 2019 – August 4, 2019",2019,Friday,TYLA YAWEH,nan,melodic rap,55.0,Hip-Hop / Rap
932,"August 1, 2019 – August 4, 2019",2019,Friday,CALBOY,nan,melodic rap,52.0,Hip-Hop / Rap
933,"August 1, 2019 – August 4, 2019",2019,Friday,PARTY FAVOR,nan,edm trap,51.0,Hip-Hop / Rap
934,"August 1, 2019 – August 4, 2019",2019,Friday,TESSA VIOLET,nan,lo-fi house,51.0,Electronic
935,"August 1, 2019 – August 4, 2019",2019,Friday,DREAMERS,nan,lo-fi house,50.0,Electronic
936,"August 1, 2019 – August 4, 2019",2019,Friday,ROY BLAIR,nan,bedroom pop,43.0,Pop
937,"August 1, 2019 – August 4, 2019",2019,Friday,THE NUDE PARTY,nan,lo-fi house,43.0,Electronic
938,"August 1, 2019 – August 4, 2019",2019,Friday,SNAILS,nan,"dubstep, riddim, deathstep, bass music, edm",42.0,Electronic
939,"August 1, 2019 – August 4, 2019",2019,Friday,CHARLESTHEFIRST,nan,"downtempo, bass music",39.0,Other
940,"August 1, 2019 – August 4, 2019",2019,Friday,YULTRON,nan,lo-fi house,38.0,Electronic
941,"August 1, 2019 – August 4, 2019",2019,Friday,YOSHI FLOWER,nan,lo-fi house,34.0,Electronic
942,"August 1, 2019 – August 4, 2019",2019,Friday,CRAY,nan,lo-fi house,32.0,Electronic
943,"August 1, 2019 – August 4, 2019",2019,Friday,THE NEW RESPECTS,nan,lo-fi house,27.0,Electronic
944,"August 1, 2019 – August 4, 2019",2019,Friday,NOWHERE,nan,lo-fi house,5.0,Electronic
945,"August 1, 2019 – August 4, 2019",2019,Friday,SHLUMP,nan,lo-fi house,0.0,Electronic
946,"August 1, 2019 – August 4, 2019",2019,Saturday,BAD SUNS,nan,"reggaeton, trap latino, latin, urbano latino",100.0,Hip-Hop / Rap
947,"August 1, 2019 – August 4, 2019",2019,Saturday,BAD SUNS,nan,"reggaeton, trap latino, latin, urbano latino",100.0,Hip-Hop / Rap
948,"August 1, 2019 – August 4, 2019",2019,Saturday,J BALVIN,1.0,"reggaeton, latin",89.0,Latin
949,"August 1, 2019 – August 4, 2019",2019,Saturday,LIL WAYNE,1.0,"rap, hip hop",89.0,Hip-Hop / Rap
950,"August 1, 2019 – August 4, 2019",2019,Saturday,GUNNA,nan,melodic rap,87.0,Hip-Hop / Rap
951,"August 1, 2019 – August 4, 2019",2019,Saturday,TWENTY ONE PILOTS,1.0,jangle pop,84.0,Pop
952,"August 1, 2019 – August 4, 2019",2019,Saturday,ROLE MODEL,nan,bedroom pop,75.0,Pop
953,"August 1, 2019 – August 4, 2019",2019,Saturday,SAM FENDER,nan,lo-fi house,75.0,Electronic
954,"August 1, 2019 – August 4, 2019",2019,Saturday,JONAS BLUE,nan,tropical house,74.0,Electronic
955,"August 1, 2019 – August 4, 2019",2019,Saturday,MEN I TRUST,nan,"bedroom pop, indie pop",74.0,Indie / Alternative
956,"August 1, 2019 – August 4, 2019",2019,Saturday,6LACK,nan,lo-fi house,73.0,Electronic
957,"August 1, 2019 – August 4, 2019",2019,Saturday,AJR,nan,lo-fi house,73.0,Electronic
958,"August 1, 2019 – August 4, 2019",2019,Saturday,COI LERAY,nan,lo-fi house,70.0,Electronic
959,"August 1, 2019 – August 4, 2019",2019,Saturday,GRYFFIN,nan,"edm, melodic bass",69.0,Electronic
960,"August 1, 2019 – August 4, 2019",2019,Saturday,LIL SKIES,nan,melodic rap,68.0,Hip-Hop / Rap
961,"August 1, 2019 – August 4, 2019",2019,Saturday,SMINO,nan,lo-fi house,68.0,Electronic
962,"August 1, 2019 – August 4, 2019",2019,Saturday,LOUD LUXURY,nan,lo-fi house,67.0,Electronic
963,"August 1, 2019 – August 4, 2019",2019,Saturday,BEA MILLER,nan,lo-fi house,66.0,Electronic
964,"August 1, 2019 – August 4, 2019",2019,Saturday,CHELSEA CUTLER,nan,lo-fi house,65.0,Electronic
965,"August 1, 2019 – August 4, 2019",2019,Saturday,PINK SWEATS,nan,lo-fi house,65.0,Electronic
966,"August 1, 2019 – August 4, 2019",2019,Saturday,TENACIOUS D,nan,comedy,62.0,Other
967,"August 1, 2019 – August 4, 2019",2019,Saturday,WITT LOWRY,nan,lo-fi house,59.0,Electronic
968,"August 1, 2019 – August 4, 2019",2019,Saturday,THE BAND CAMINO,nan,lo-fi house,58.0,Electronic
969,"August 1, 2019 – August 4, 2019",2019,Saturday,GARY CLARK JR.,nan,"modern blues, blues rock, blues, soul blues",57.0,Rock
970,"August 1, 2019 – August 4, 2019",2019,Saturday,MADEON,nan,"edm, french house",56.0,Electronic
971,"August 1, 2019 – August 4, 2019",2019,Saturday,JUDAH & THE LION,nan,"folk pop, christian folk",55.0,Pop
972,"August 1, 2019 – August 4, 2019",2019,Saturday,MAGIC CITY HIPPIES,nan,lo-fi house,54.0,Electronic
973,"August 1, 2019 – August 4, 2019",2019,Saturday,JADE BIRD,nan,lo-fi house,52.0,Electronic
974,"August 1, 2019 – August 4, 2019",2019,Saturday,YAEJI,nan,lo-fi house,52.0,Electronic
975,"August 1, 2019 – August 4, 2019",2019,Saturday,WHIPPED CREAM,nan,lo-fi house,51.0,Electronic
976,"August 1, 2019 – August 4, 2019",2019,Saturday,FANTASTIC NEGRITO,nan,"modern blues, roots rock, blues rock, blues, gothic country",48.0,Rock
977,"August 1, 2019 – August 4, 2019",2019,Saturday,BOOMBOX CARTEL,nan,"future bass, edm trap, edm, dubstep",47.0,Hip-Hop / Rap
978,"August 1, 2019 – August 4, 2019",2019,Saturday,RUSTON KELLY,nan,americana,47.0,Other
979,"August 1, 2019 – August 4, 2019",2019,Saturday,RUSTON KELLY,nan,americana,47.0,Other
980,"August 1, 2019 – August 4, 2019",2019,Saturday,MONDO COZMO,nan,lo-fi house,43.0,Electronic
981,"August 1, 2019 – August 4, 2019",2019,Saturday,SCARYPOOLPARTY,nan,lo-fi house,43.0,Electronic
982,"August 1, 2019 – August 4, 2019",2019,Saturday,WAVEDASH,nan,"dubstep, future bass",38.0,Other
983,"August 1, 2019 – August 4, 2019",2019,Saturday,HOUSES,nan,chillwave,37.0,Other
984,"August 1, 2019 – August 4, 2019",2019,Saturday,DIABLO,nan,argentine trap,36.0,Hip-Hop / Rap
985,"August 1, 2019 – August 4, 2019",2019,Saturday,LIILY,nan,lo-fi house,35.0,Electronic
986,"August 1, 2019 – August 4, 2019",2019,Saturday,AGE.SEX.LOCATION,nan,lo-fi house,31.0,Electronic
987,"August 1, 2019 – August 4, 2019",2019,Saturday,LUCAS DELL'ABATE,nan,lo-fi house,29.0,Electronic
988,"August 1, 2019 – August 4, 2019",2019,Saturday,SLOW HOLLOWS,nan,lo-fi house,29.0,Electronic
989,"August 1, 2019 – August 4, 2019",2019,Saturday,RUSSO,nan,lo-fi house,10.0,Electronic
990,"August 1, 2019 – August 4, 2019",2019,Saturday,CRIZZLY,nan,lo-fi house,0.0,Electronic
991,"August 1, 2019 – August 4, 2019",2019,Saturday,,nan,lo-fi house,,Electronic
992,"August 1, 2019 – August 4, 2019",2019,Sunday,ARIANA GRANDE,1.0,pop,94.0,Pop
993,"August 1, 2019 – August 4, 2019",2019,Sunday,MITSKI,nan,lo-fi house,82.0,Electronic
994,"August 1, 2019 – August 4, 2019",2019,Sunday,JOJI,nan,lo-fi house,79.0,Electronic
995,"August 1, 2019 – August 4, 2019",2019,Sunday,DEAN LEWIS,nan,lo-fi house,78.0,Electronic
996,"August 1, 2019 – August 4, 2019",2019,Sunday,ROSALÍA,nan,latin,78.0,Latin
997,"August 1, 2019 – August 4, 2019",2019,Sunday,(SANDY) ALEX G,nan,lo-fi house,77.0,Electronic
998,"August 1, 2019 – August 4, 2019",2019,Sunday,J.I.D,nan,lo-fi house,76.0,Electronic
999,"August 1, 2019 – August 4, 2019",2019,Sunday,KACEY MUSGRAVES,1.0,jangle pop,75.0,Pop
1000,"August 1, 2019 – August 4, 2019",2019,Sunday,MEEK MILL,nan,rap,75.0,Hip-Hop / Rap
1001,"August 1, 2019 – August 4, 2019",2019,Sunday,DENZEL CURRY,nan,punk rap,73.0,Hip-Hop / Rap
1002,"August 1, 2019 – August 4, 2019",2019,Sunday,FLUME,1.0,future bass,72.0,Other
1003,"August 1, 2019 – August 4, 2019",2019,Sunday,MASEGO,nan,lo-fi house,71.0,Electronic
1004,"August 1, 2019 – August 4, 2019",2019,Sunday,YUNG GRAVY,nan,meme rap,69.0,Hip-Hop / Rap
1005,"August 1, 2019 – August 4, 2019",2019,Sunday,CAMELPHAT,nan,"melodic techno, house, progressive house, melodic house, tech house",67.0,Electronic
1006,"August 1, 2019 – August 4, 2019",2019,Sunday,STILL WOOZY,nan,bedroom pop,66.0,Pop
1007,"August 1, 2019 – August 4, 2019",2019,Sunday,LANE 8,nan,"melodic house, progressive house, deep house",62.0,Electronic
1008,"August 1, 2019 – August 4, 2019",2019,Sunday,SHECK WES,nan,lo-fi house,62.0,Electronic
1009,"August 1, 2019 – August 4, 2019",2019,Sunday,LOUIS THE CHILD,nan,lo-fi house,59.0,Electronic
1010,"August 1, 2019 – August 4, 2019",2019,Sunday,SHARON VAN ETTEN,nan,lo-fi house,59.0,Electronic
1011,"August 1, 2019 – August 4, 2019",2019,Sunday,THE REVIVALISTS,nan,lo-fi house,59.0,Electronic
1012,"August 1, 2019 – August 4, 2019",2019,Sunday,PERRY FARRELL'S KIND HEAVEN ORCHESTRA,nan,"christmas, adult standards",58.0,Other
1013,"August 1, 2019 – August 4, 2019",2019,Sunday,FRANCIS AND THE LIGHTS,nan,lo-fi house,56.0,Electronic
1014,"August 1, 2019 – August 4, 2019",2019,Sunday,SAN HOLO,nan,"future bass, edm",55.0,Electronic
1015,"August 1, 2019 – August 4, 2019",2019,Sunday,WILDERADO,nan,lo-fi house,53.0,Electronic
1016,"August 1, 2019 – August 4, 2019",2019,Sunday,G FLIP,nan,lo-fi house,51.0,Electronic
1017,"August 1, 2019 – August 4, 2019",2019,Sunday,RYAN BEATTY,nan,lo-fi house,51.0,Electronic
1018,"August 1, 2019 – August 4, 2019",2019,Sunday,BÜLOW,nan,lo-fi house,50.0,Electronic
1019,"August 1, 2019 – August 4, 2019",2019,Sunday,SLASH FEAT. MYLES KENNEDY AND THE CONSPIRATORS,nan,lo-fi house,50.0,Electronic
1020,"August 1, 2019 – August 4, 2019",2019,Sunday,ARKELLS,nan,lo-fi house,49.0,Electronic
1021,"August 1, 2019 – August 4, 2019",2019,Sunday,DIESEL (SHAQUILLE O'NEAL),nan,dubstep,49.0,Other
1022,"August 1, 2019 – August 4, 2019",2019,Sunday,SLENDERBODIES,nan,lo-fi house,49.0,Electronic
1023,"August 1, 2019 – August 4, 2019",2019,Sunday,GG MAGREE,nan,"melodic bass, dubstep, future bass, edm",47.0,Electronic
1024,"August 1, 2019 – August 4, 2019",2019,Sunday,BAYONNE,nan,lo-fi house,46.0,Electronic
1025,"August 1, 2019 – August 4, 2019",2019,Sunday,TAYLA PARX,nan,lo-fi house,42.0,Electronic
1026,"August 1, 2019 – August 4, 2019",2019,Sunday,99 NEIGHBORS,nan,lo-fi house,41.0,Electronic
1027,"August 1, 2019 – August 4, 2019",2019,Sunday,MANIC FOCUS,nan,glitch,41.0,Other
1028,"August 1, 2019 – August 4, 2019",2019,Sunday,MALU TREVEJO,nan,dembow,38.0,Other
1029,"August 1, 2019 – August 4, 2019",2019,Sunday,BORN DIRTY,nan,"bass house, g-house",32.0,Electronic
1030,"August 1, 2019 – August 4, 2019",2019,Sunday,ILLITERATE LIGHT,nan,lo-fi house,27.0,Electronic
1031,"August 1, 2019 – August 4, 2019",2019,Sunday,JUST LOUD,nan,lo-fi house,27.0,Electronic
1032,"August 1, 2019 – August 4, 2019",2019,Sunday,ILO ILO,nan,future bass,25.0,Other
1033,"August 1, 2019 – August 4, 2019",2019,Sunday,OPLUO,nan,lo-fi house,22.0,Electronic
1034,"August 1, 2019 – August 4, 2019",2019,Sunday,YEEK,nan,lo-fi house,0.0,Electronic
1035,"August 2, 2018 - August 5, 2018",2018,Thursday,BILLIE EILISH,nan,lo-fi house,95.0,Electronic
1036,"August 2, 2018 - August 5, 2018",2018,Thursday,TRAVI$ SCOTT,1.0,rap,94.0,Hip-Hop / Rap
1037,"August 2, 2018 - August 5, 2018",2018,Thursday,ARCTIC MONKEYS,1.0,"indie, garage rock",88.0,Rock
1038,"August 2, 2018 - August 5, 2018",2018,Thursday,KHALID,1.0,jangle pop,84.0,Pop
1039,"August 2, 2018 - August 5, 2018",2018,Thursday,CAMILA CABELLO,nan,pop,82.0,Pop
1040,"August 2, 2018 - August 5, 2018",2018,Thursday,A BOOGIE WIT DA HOODIE,nan,melodic rap,78.0,Hip-Hop / Rap
1041,"August 2, 2018 - August 5, 2018",2018,Thursday,TYLER CHILDERS,nan,"country, red dirt, alt country, texas country, bluegrass",78.0,Folk / Country
1042,"August 2, 2018 - August 5, 2018",2018,Thursday,LANY,nan,lo-fi house,76.0,Electronic
1043,"August 2, 2018 - August 5, 2018",2018,Thursday,MADISON BEER,nan,lo-fi house,73.0,Electronic
1044,"August 2, 2018 - August 5, 2018",2018,Thursday,ALL TIME LOW,nan,"pop punk, emo, emo pop, punk",71.0,Pop
1045,"August 2, 2018 - August 5, 2018",2018,Thursday,CUCO,nan,bedroom pop,70.0,Pop
1046,"August 2, 2018 - August 5, 2018",2018,Thursday,FRANZ FERDINAND,nan,indie rock,70.0,Rock
1047,"August 2, 2018 - August 5, 2018",2018,Thursday,G HERBO,nan,drill,70.0,Other
1048,"August 2, 2018 - August 5, 2018",2018,Thursday,GALANTIS,nan,lo-fi house,70.0,Electronic
1049,"August 2, 2018 - August 5, 2018",2018,Thursday,STARS,nan,lo-fi house,67.0,Electronic
1050,"August 2, 2018 - August 5, 2018",2018,Thursday,JADEN SMITH,nan,lo-fi house,66.0,Electronic
1051,"August 2, 2018 - August 5, 2018",2018,Thursday,THE WOMBATS,nan,indie,66.0,Indie / Alternative
1052,"August 2, 2018 - August 5, 2018",2018,Thursday,FLETCHER,nan,lo-fi house,65.0,Electronic
1053,"August 2, 2018 - August 5, 2018",2018,Thursday,REBELUTION,nan,"reggae, reggae rock, roots reggae",64.0,Rock
1054,"August 2, 2018 - August 5, 2018",2018,Thursday,CHVRCHES,1.0,synthpop,63.0,Pop
1055,"August 2, 2018 - August 5, 2018",2018,Thursday,JESSE BAEZ,nan,"latin r&b, latin indie",62.0,Indie / Alternative
1056,"August 2, 2018 - August 5, 2018",2018,Thursday,BASEMENT,nan,"midwest emo, shoegaze, pop punk",61.0,Pop
1057,"August 2, 2018 - August 5, 2018",2018,Thursday,PETIT BISCUIT,nan,lo-fi house,61.0,Electronic
1058,"August 2, 2018 - August 5, 2018",2018,Thursday,REZZ,nan,"edm, dubstep",59.0,Electronic
1059,"August 2, 2018 - August 5, 2018",2018,Thursday,TYCHO,nan,"chillwave, downtempo, idm",58.0,Other
1060,"August 2, 2018 - August 5, 2018",2018,Thursday,NICK MULVEY,nan,lo-fi house,57.0,Electronic
1061,"August 2, 2018 - August 5, 2018",2018,Thursday,CURTIS HARDING,nan,retro soul,55.0,R&B / Soul
1062,"August 2, 2018 - August 5, 2018",2018,Thursday,KAYZO,nan,"dubstep, deathstep, riddim, edm",55.0,Electronic
1063,"August 2, 2018 - August 5, 2018",2018,Thursday,SLAVES,nan,post-hardcore,55.0,Other
1064,"August 2, 2018 - August 5, 2018",2018,Thursday,GASHI,nan,lo-fi house,54.0,Electronic
1065,"August 2, 2018 - August 5, 2018",2018,Thursday,ALLIE X,nan,lo-fi house,53.0,Electronic
1066,"August 2, 2018 - August 5, 2018",2018,Thursday,LONDON ON DA TRACK,nan,lo-fi house,51.0,Electronic
1067,"August 2, 2018 - August 5, 2018",2018,Thursday,TERROR JR. ,nan,lo-fi house,50.0,Electronic
1068,"August 2, 2018 - August 5, 2018",2018,Thursday,LARKIN POE,nan,"blues rock, roots rock, modern blues, blues",49.0,Rock
1069,"August 2, 2018 - August 5, 2018",2018,Thursday,4B,nan,"jersey club, edm trap",40.0,Hip-Hop / Rap
1070,"August 2, 2018 - August 5, 2018",2018,Thursday,SHIBA SAN,nan,"g-house, tech house, bass house, house",40.0,Electronic
1071,"August 2, 2018 - August 5, 2018",2018,Thursday,SPACE JESUS,nan,"dubstep, bass music",38.0,Other
1072,"August 2, 2018 - August 5, 2018",2018,Thursday,LZRD,nan,future bass,33.0,Other
1073,"August 2, 2018 - August 5, 2018",2018,Thursday,WES PERIOD,nan,lo-fi house,32.0,Electronic
1074,"August 2, 2018 - August 5, 2018",2018,Thursday,SUPA BWE,nan,lo-fi house,30.0,Electronic
1075,"August 2, 2018 - August 5, 2018",2018,Thursday,VIRGIL ABLOH,nan,lo-fi house,28.0,Electronic
1076,"August 2, 2018 - August 5, 2018",2018,Thursday,DJ TAYE,nan,footwork,14.0,Other
1077,"August 2, 2018 - August 5, 2018",2018,Thursday,VALEE,nan,lo-fi house,0.0,Electronic
1078,"August 2, 2018 - August 5, 2018",2018,Friday,BRUNO MARS,1.0,jangle pop,95.0,Pop
1079,"August 2, 2018 - August 5, 2018",2018,Friday,"TYLER, THE CREATOR",1.0,jangle pop,91.0,Pop
1080,"August 2, 2018 - August 5, 2018",2018,Friday,POST MALONE,1.0,jangle pop,89.0,Pop
1081,"August 2, 2018 - August 5, 2018",2018,Friday,THE NEIGHBOURHOOD,nan,lo-fi house,85.0,Electronic
1082,"August 2, 2018 - August 5, 2018",2018,Friday,CHASE ATLANTIC,nan,lo-fi house,83.0,Electronic
1083,"August 2, 2018 - August 5, 2018",2018,Friday,ALAN WALKER,nan,lo-fi house,81.0,Electronic
1084,"August 2, 2018 - August 5, 2018",2018,Friday,CLAIRO,nan,bedroom pop,81.0,Pop
1085,"August 2, 2018 - August 5, 2018",2018,Friday,BEBE REXHA,nan,lo-fi house,79.0,Electronic
1086,"August 2, 2018 - August 5, 2018",2018,Friday,LEWIS CAPALDI,nan,soft pop,79.0,Pop
1087,"August 2, 2018 - August 5, 2018",2018,Friday,LAUV,nan,lo-fi house,77.0,Electronic
1088,"August 2, 2018 - August 5, 2018",2018,Friday,JUNGLE,nan,lo-fi house,74.0,Electronic
1089,"August 2, 2018 - August 5, 2018",2018,Friday,LIZZO,nan,lo-fi house,72.0,Electronic
